,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Sigma - kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Sigma - frac,Lambda frac,Sigma 0 frac
651,6.78000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-185341269060750.43750000,209088079150857.43750000,117612581483783785210863910751530492362752.00000000,118985343439003819608566568123433224241152.00000000,-236597924922787585476617365040896921305088.00000000,7676900386947702740386393713612810654580736.00000000,-7440302462024915503080412397585116048654336.00000000
652,6.79000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-185068306956095.43750000,208780143835465.93750000,117439367078063957193484641377246947311616.00000000,118810107292554640549017013733844674674688.00000000,-236249474370618559056875427442958031388672.00000000,7665594200810814427814273971973350817267712.00000000,-7429344726440196178242408365875461510660096.00000000
653,6.80000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-184796147681160.00000000,208473114212178.46875000,117266662126478547715601542990345069920256.00000000,118635386546536170531881738338125540753408.00000000,-235902048673014718247483281328470610673664.00000000,7654321268162562507387788868638141279371264.00000000,-7418419219489549065765971100358079158419456.00000000
654,6.81000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-184524787699249.34375000,208166986291162.06250000,117094464384736290967366524597404589621248.00000000,118461178930461945659771727644654177353728.00000000,-235555643315198217284325138407991971676160.00000000,7643081442511810082167256296289826441789440.00000000,-7407525799196612019625436068554368832503808.00000000
655,6.82000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-184254223494411.75000000,207861756105984.40625000,116922771621708821519774260663606851928064.00000000,118287482187162158437582599817366385721344.00000000,-235210253808870979957356860480973237649408.00000000,7631874578226602635958698044362588680093696.00000000,-7396664324417731926800724777558550576627712.00000000
656,6.83000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-183984451571286.71875000,207557419713442.71875000,116751581619334443829420866630428206825472.00000000,118114294072686111965961540276906721542144.00000000,-234865875692020536452569293073268133068800.00000000,7620700530527881773794348638006210591719424.00000000,-7385834654835861662883667849282411955224576.00000000
657,6.84000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-183715468454954.40625000,207253973193393.84375000,116580892172522559398908444791604437319680.00000000,117941612356205563904177472868852386758656.00000000,-234522504528728103960272803826390028779520.00000000,7609559155483250955894814163021683006373888.00000000,-7375036650954522658506410220854625024606208.00000000
658,6.85000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-183447270690786.59375000,206951412648585.93750000,116410701089059003049465980370234567032832.00000000,117769434819919114944899378071544067522560.00000000,-234180135908978098651552244607711839256576.00000000,7598450310000793225112881076768358759661568.00000000,-7364270174091814507491309189470509470842880.00000000
659,6.86000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-183179854844298.53125000,206649734204491.75000000,116241006189512249620160360128890456244224.00000000,117597759258957119544928684723720245215232.00000000,-233838765448469349822275931018543906160640.00000000,7587373851822947117559171431944026725548032.00000000,-7353535086374479044362561013973891309109248.00000000
660,6.87000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-182913217501002.62500000,206348934009143.18750000,116071805307140355694005716674264619286528.00000000,117426583481287621825026694957691658305536.00000000,-233498388788427938833406183963822686994432.00000000,7576329639520440756409644513237906107662336.00000000,-7342831250732013939459398931649957547999232.00000000
661,6.88000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-182647355266262.78125000,206049008232967.09375000,115903096287798578322531756954155877400576.00000000,117255905307622949125387879490786804367360.00000000,-233159001595421508105106522610875886469120.00000000,7565317532486254418334002037729963410456576.00000000,-7332158530890833335770784019468557020561408.00000000
662,6.89000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-182382264765150.65625000,205749953068623.15625000,115734876989848212347578262300663115415552.00000000,117085722571327408101460661458604774129664.00000000,-232820599561175581763412696091134298947584.00000000,7554337390929669755726843331909472349061120.00000000,-7321516791368494096592178180482070868918272.00000000
663,6.90000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-182117942642302.62500000,205451764730842.56250000,115567145284065833922164978988781739704320.00000000,116916033118325503075722273768071558594560.00000000,-232483178402391317655074138922786503000064.00000000,7543389075870352443319881213960996035493888.00000000,-7310905897467961667263574262392079800860672.00000000
664,6.91000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-181854385561778.31250000,205154439456268.28125000,115399899053553453143577858996139515183104.00000000,116746834807011005473230625149435349303296.00000000,-232146733860564419931182256477441273888768.00000000,7532472449132479390635572149740265533341696.00000000,-7300325715271915550988783308284828118417408.00000000
665,6.92000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-181591590206920.25000000,204857973503296.78125000,115233136193649459741792967959471009562624.00000000,116578125508156932369392516409401217646592.00000000,-231811261701806372768372370534805431910400.00000000,7521587373338935279082946390045452763398144.00000000,-7289776111637129061057078930183181693878272.00000000
666,6.93000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-181329553280214.71875000,204562363151921.15625000,115066854611840439194490515664097826045952.00000000,116409903104826260064630182378804015529984.00000000,-231476757716666679916307584208835046277120.00000000,7510733711905544999314577383916415483904000.00000000,-7279256954188878783625784531725183524798464.00000000
667,6.94000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-181068271503153.87500000,204267604703575.40625000,114901052227673491755209846219145513795584.00000000,116242165492283256629067476550418725601280.00000000,-231143217719956729041464208935497444098048.00000000,7499911329035363033825358319426587630501888.00000000,-7268768111315407271924549802194429951344640.00000000
668,6.95000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-180807741616099.00000000,203973694480980.37500000,114735726972669673364665030608634605731840.00000000,116074910577905897644750430424511348211712.00000000,-230810637550575551666602347199079158644736.00000000,7489120089713011119212810794305590722035712.00000000,-7258309452162436496001237911141717737734144.00000000
669,6.96000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-180547960378144.81250000,203680628827990.46875000,114570876790237668675817825251373199917056.00000000,115908136281098552747251406531324922560512.00000000,-230479013071336202080256117948631327178752.00000000,7478359859699055522518650618730642038325248.00000000,-7247880846627719668609030549795213026525184.00000000
670,6.97000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-180288924566985.34375000,203388404109442.40625000,114406499635588818075868598945525211856896.00000000,115741840533206006821378106004174423457792.00000000,-230148340168794805554433591115632840015872.00000000,7467630505524451166332475028652807350648832.00000000,-7237482165355656206035536526864640148242432.00000000
671,6.98000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-180030630978780.56250000,203097016711004.84375000,114242593475652473536070194992314146881536.00000000,115576021277427810024705511331677178167296.00000000,-229818614753080264217962592489924529750016.00000000,7456931894485019178276510604390675928580096.00000000,-7227113279731940113312961069612892707356672.00000000
672,6.99000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-179773076428024.06250000,202806463039029.15625000,114079156288992031460000777512064707985408.00000000,115410676468733343495193040970454709305344.00000000,-229489832757725355612380704648452621991936.00000000,7446263894635970244271814748294206814420992.00000000,-7216774061878245507629453686335891641991168.00000000
673,7.00000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-179516257747412.59375000,202516739520401.96875000,113916186065722029386557938633918145101824.00000000,115245804073778006941962306333708705071104.00000000,-229161990139499997642894017299493259575296.00000000,7435626374786489858806441431422320053846016.00000000,-7206464384646990131962931007799761928454144.00000000
674,7.01000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-179260171787715.84375000,202227842602398.53125000,113753680807425706920467537703150691549184.00000000,115081402070819677035458462456732123660288.00000000,-228835082878245364613112886325816019910656.00000000,7425019204494354523704589074727360404652032.00000000,-7196184121616110010175253197100483377889280.00000000
675,7.02000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-179004815417647.87500000,201939768752537.56250000,113591638527073243661251524680829835935744.00000000,114917468449636171623893478033893653217280.00000000,-228509106976709395942331888880656693854208.00000000,7414442254060602416257476986971656606973952.00000000,-7185933147083893523228286057776736590888960.00000000
676,7.03000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-178750185523739.40625000,201652514458437.21875000,113430057248940848215972772242409587212288.00000000,114754001211443236205643478975425644855296.00000000,-228184058460384084421616251217835232067584.00000000,7403895394524242433495439649432602526351360.00000000,-7175711336063858813301338130232370381455360.00000000
677,7.04000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-178496279010211.34375000,201366076227672.37500000,113268935008530408153560209064262803390464.00000000,114590998368813342799796872995017448226816.00000000,-227859933377343731610543968225213456318464.00000000,7393378497657020181701828128100383656509440.00000000,-7165518564279676991690051347229040468557824.00000000
678,7.05000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-178243092798849.34375000,201080450587633.12500000,113108269852489933014471620306952127512576.00000000,114428457945595146472348344555679787253760.00000000,-227536727798085060144006851028565119467520.00000000,7382891435958216152367932905762850999369728.00000000,-7155354708160131246966430965406820242292736.00000000
679,7.06000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-177990623828879.34375000,200795634085384.40625000,112948059838534596947562976954571577884672.00000000,114266377976833715574917403178280947810304.00000000,-227214437815368293179667266298785730396160.00000000,7372434082649494653689517414681665809154048.00000000,-7145219644834126708680486197396082394136576.00000000
680,7.07000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-177738869056844.15625000,200511623287526.68750000,112788303035368361631351180176091997274112.00000000,114104756508691090811289866929218485485568.00000000,-226893059544059433099827933271243687460864.00000000,7362006311669792356144608701437241108463616.00000000,-7135113252125733735442931549196802823553024.00000000
681,7.08000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-177487825456481.37500000,200228414780058.43750000,112628997522606527650306269721912676450304.00000000,113943591598368082243998631288365832470528.00000000,-226572589120974590551491787176211713622016.00000000,7351607997670258831552938077745228967575552.00000000,-7125035408549284434429577428909685206941696.00000000
682,7.09000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-177237490018602.03125000,199946005168238.90625000,112470141390698788784284592006149655494656.00000000,113782881314026240386222462523620062134272.00000000,-226253022704725009827693940695702922330112.00000000,7341239016009229278576403191160155160969216.00000000,-7114985993304505081146860031495257641189376.00000000
683,7.10000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-176987859750970.15625000,199664391076452.62500000,112311732740852711839850472538393521684480.00000000,113622623734710697720274913598455442046976.00000000,-225934356475563370874499158468715373133824.00000000,7330899242747243052000983654849225091448832.00000000,-7104964886271680725638392643420116664451072.00000000
684,7.11000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-176738931678183.96875000,199383569148075.06250000,112153769684958396393197832233541720604672.00000000,113462816950273687214552224271814822461440.00000000,-225616586635232064264936942671289747767296.00000000,7320588554642112947560267377957400578359296.00000000,-7094971968006881695693481216316916233142272.00000000
685,7.12000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-176490702841557.28125000,199103536045338.96875000,111996250345513211904324259057898048454656.00000000,113303459061298583096435294717804497862656.00000000,-225299709406811775657946439941635751018496.00000000,7310306829144020483499801888958249527410688.00000000,-7085007119737208669156229221348480185794560.00000000
686,7.13000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-176243170299002.53125000,198824288449202.50000000,111839172855547579343113226714879090491392.00000000,113144548179024695994903098673994085171200.00000000,-224983721034572236652390097720739585064960.00000000,7300053944390663175623095644976341363720192.00000000,-7075070223356092215596371060304010268377088.00000000
687,7.14000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-175996331124914.31250000,198545823059217.62500000,111682535358551023614799907007655793655808.00000000,112986082425272551653473942441386284417024.00000000,-224668617783823555925460735614975282774016.00000000,7289829779202441426418876473278439236829184.00000000,-7065161161418618334720930469681067041226752.00000000
688,7.15000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-175750182410054.28125000,198268136593400.50000000,111526336008399173783279560071068008841216.00000000,112828059932370059412549960251459223158784.00000000,-224354395940769213853016406488460436701184.00000000,7279634213077682552389528574172939199447040.00000000,-7055279817136913415907764623020745943941120.00000000
689,7.16000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-175504721261436.87500000,197991225788102.46875000,111370572969281304893183111957409301528576.00000000,112670478843079048205210772480477911580672.00000000,-224041051812360333755580770603820417810432.00000000,7269467126187909377220943797599205754667008.00000000,-7045426074375549004779736799327251746258944.00000000
690,7.17000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-175259944802215.96875000,197715087397882.03125000,111215244415628227962588781235414077800448.00000000,112513337310522479551466128056143533047808.00000000,-223728581726150688171241795457490815549440.00000000,7259328399373143487273472910364604578660352.00000000,-7035599817646993611500381895937919165661184.00000000
691,7.18000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-175015850171572.12500000,197439718195377.93750000,111060348532040953688258258951916522307584.00000000,112356633498112240836901961886246593626112.00000000,-223416982030153175182347107004096320634880.00000000,7249217914137245625274055424789782217097216.00000000,-7025800932107092991690475505139556164829184.00000000
692,7.19000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-174772434524601.93750000,197165114971184.09375000,110905883513220323291528580296849301176320.00000000,112200365579477867046355916322526245945344.00000000,-223106249092698190337884496619375547121664.00000000,7239135552643314267190195840226866040406016.00000000,-7016029303550616038166685115939356902686720.00000000
693,7.20000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-174529695032206.68750000,196891274533724.12500000,110751847563896407250446630259440721330176.00000000,112044531738395262497592862624529613062144.00000000,-222796379302291650405226379049903539093504.00000000,7229081197709086674984018455338213997281280.00000000,-7006284818406795720920064174314715088945152.00000000
694,7.21000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-174287628880983.09375000,196618193709128.12500000,110598238898759258028821617669087560728576.00000000,111889130168716505772514797131211649056768.00000000,-222487369067475725115710187132165619187712.00000000,7219054732802417939588797159332483013017600.00000000,-6996567363734941827616824695518981487853568.00000000
695,7.22000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-174046233273114.71875000,196345869341109.93750000,110445055742389798204969346074695465697280.00000000,111734159074300002819006786445737315008512.00000000,-222179214816689762338349904852299190108160.00000000,7209056042036763737705603079341522085216256.00000000,-6986876827220074749079777727851894707060736.00000000
696,7.23000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-173805505426263.90625000,196074298290845.59375000,110292296329191443627354810318557569613824.00000000,111579616668941336394055010646688385728512.00000000,-221871912998132760678596707131179160043520.00000000,7199085010166724985601916496811010335703040.00000000,-6977213097168592689150834521697434262831104.00000000
697,7.24000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-173565442573465.18750000,195803477436852.71875000,110139958903322403568693777302570947051520.00000000,111425501176304695791258221521274115457024.00000000,-221565460079627080017138884989778267209728.00000000,7189141522583622203471181613017692641427456.00000000,-6967576062503995819795314826054319004975104.00000000
698,7.25000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-173326041963019.09375000,195533403674870.90625000,109988041718628193650998618929187816210432.00000000,111271810829854635396162135977677423640576.00000000,-221259852548482809704347641072798444552192.00000000,7179225465311095876533186307572388146970624.00000000,-6957965612762612912086333755827055340027904.00000000
699,7.26000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-173087300858386.75000000,195264073917742.90625000,109836543038574941825961812239105348599808.00000000,111118543872788684325370838156340073857024.00000000,-220955086911363606808519536561378627158016.00000000,7169336725000746430215699029091795549028352.00000000,-6948381638089383674490956501229355915018240.00000000
700,7.27000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-172849216538086.37500000,194995485095297.59375000,109685461136183506753490220579760881270784.00000000,110965698557970555692864710397318507003904.00000000,-220651159694154043103541817143012592975872.00000000,7159475188927843529978305667165692731850752.00000000,-6938824029233690608757924452398554266206208.00000000
701,7.28000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-172611786295589.00000000,194727634154232.65625000,109534794293963480123360691769426357256192.00000000,110813273147863452590383933377973650980864.00000000,-220348067441826913370931511313333212938240.00000000,7149640744987009384395421431338363521073152.00000000,-6929292677545182200225106326348095173951488.00000000
702,7.29000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-172375007439216.46875000,194460518057999.12500000,109384540803848310860036258637176893341696.00000000,110661265914464476608159474792468062404608.00000000,-220045806718312748782569505761511365148672.00000000,7139833281687987466102013421328992477118464.00000000,-6919787474969675336289463558257618561531904.00000000
703,7.30000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-172138877292039.46875000,194194133786686.81250000,109234698967130719469679047073861277319168.00000000,110509675139239171755335874869730635415552.00000000,-219744374106369871882201808109525117435904.00000000,7130052688151428563899873192575908276338688.00000000,-6910308314045060200757094263523593192210432.00000000
704,7.31000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-171903393191776.75000000,193928478336910.18750000,109085267094398653985930371436942733606912.00000000,110358499113056900121357926756293508333568.00000000,-219443766207455534764475184359169446641664.00000000,7120298854104709021304910741667974469386240.00000000,-6900855087897253447854809329640671432146944.00000000
705,7.32000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-171668552490695.12500000,193663548721695.90625000,108936243505471903571336700313610729029632.00000000,110207736136126507679554064410130899795968.00000000,-219143979641598411250890764723741628825600.00000000,7110571669877792302995823480085601708933120.00000000,-6891427690236193466203044211012390583533568.00000000
706,7.33000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-171434352555510.00000000,193399341970370.25000000,108787626529338924889719874458627526885376.00000000,110057384517932628403552507018702189756416.00000000,-218845011047271553293272381477329716641792.00000000,7100871026399105416543236632505058766880768.00000000,-6882026015351834404848731438381599318605824.00000000
707,7.34000000,12560252.74411148,-281888991838885664.00000000,-2344277998740771840.00000000,45820.01441722,-35234209.71495757,36678951.72106950,30277853615191228.00000000,30395198245501524.00000000,-38221770569467864.00000000,121909006673390464.00000000,-120643525837118480.00000000,-171200790767287.18750000,193135855128448.68750000,108639414504094558247950561099247324758016.00000000,109907442577172452611212135434598087655424.00000000,-218546857081267010859162696533845412413440.00000000,7091196815191474755260729333355978709532672.00000000,-6872649958110207048060294538795728666361856.00000000
