,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),muon kF (MeV),Lambda kF (MeV),Sigma 0 kF (MeV),Neutron frac,Proton frac,electron frac,muon frac,Lambda frac,Sigma 0 frac
360,3.87000000,48.20581236,-15.29742374,48.45714345,-0.00000000,434.21037914,266.88275566,224.22409336,197.77457279,323.44061627,0.00000000,0.60771206,0.14111033,0.08368432,0.05742601,0.25117761,0.00000000
361,3.88000000,48.22611938,-15.30364085,48.49149551,-0.00000000,434.29616015,266.99027033,224.30502590,197.86632417,324.31949433,0.00000000,0.60650511,0.14091681,0.08355905,0.05735776,0.25257808,0.00000000
362,3.89000000,48.24636231,-15.30983912,48.52575857,0.00000000,434.38167527,267.09744655,224.38570651,197.95778057,325.19421858,0.00000000,0.60530339,0.14072389,0.08343422,0.05728967,0.25397272,0.00000000
363,3.90000000,48.26654171,-15.31601871,48.55993341,0.00000000,434.46692681,267.20428723,224.46613739,198.04894454,326.06483808,0.00000000,0.60410688,0.14053156,0.08330980,0.05722176,0.25536156,0.00000000
364,3.91000000,48.28665812,-15.32217979,48.59402077,-0.00000000,434.55191702,267.31079524,224.54632064,198.13981860,326.93140092,0.00000000,0.60291554,0.14033983,0.08318582,0.05715402,0.25674463,0.00000000
365,3.92000000,48.30671206,-15.32832250,48.62802138,-0.00000000,434.63664813,267.41697341,224.62625839,198.23040523,327.79395432,0.00000000,0.60172933,0.14014870,0.08306226,0.05708644,0.25812197,0.00000000
366,3.93000000,48.32670406,-15.33444701,48.66193599,-0.00000000,434.72112234,267.52282453,224.70595269,198.32070687,328.65254460,0.00000000,0.60054824,0.13995815,0.08293912,0.05701903,0.25949361,0.00000000
367,3.94000000,48.34663462,-15.34055348,48.69576529,0.00000000,434.80534182,267.62835135,224.78540559,198.41072593,329.50721726,0.00000000,0.59937222,0.13976819,0.08281640,0.05695180,0.26085958,0.00000000
368,3.95000000,48.36650426,-15.34664204,48.72951001,0.00000000,434.88930869,267.73355657,224.86461909,198.50046478,330.35801693,0.00000000,0.59820125,0.13957883,0.08269410,0.05688473,0.26221992,0.00000000
369,3.96000000,48.38631347,-15.35271285,48.76317082,-0.00000000,434.97302505,267.83844285,224.94359518,198.58992576,331.20498747,0.00000000,0.59703530,0.13939005,0.08257221,0.05681783,0.26357465,0.00000000
370,3.97000000,48.40606275,-15.35876607,48.79674843,-0.00000000,435.05649298,267.94301284,225.02233581,198.67911117,332.04817190,0.00000000,0.59587433,0.13920186,0.08245075,0.05675111,0.26492381,0.00000000
371,3.98000000,48.42575257,-15.36480182,48.83024350,0.00000000,435.13971451,268.04726910,225.10084290,198.76802327,332.88761252,0.00000000,0.59471832,0.13901425,0.08232970,0.05668455,0.26626743,0.00000000
372,3.99000000,48.44538341,-15.37082025,48.86365669,-0.00000000,435.22269165,268.15121420,225.17911835,198.85666431,333.72335084,0.00000000,0.59356723,0.13882722,0.08220906,0.05661816,0.26760555,0.00000000
373,4.00000000,48.46495575,-15.37682152,48.89698867,-0.00000000,435.30542639,268.25485066,225.25716402,198.94503649,334.55542766,0.00000000,0.59242104,0.13864078,0.08208883,0.05655195,0.26893819,0.00000000
374,4.01000000,48.48447005,-15.38280574,48.93024008,0.00000000,435.38792067,268.35818094,225.33498176,199.03314197,335.38388303,0.00000000,0.59127971,0.13845491,0.08196901,0.05648590,0.27026538,0.00000000
375,4.02000000,48.50392676,-15.38877306,48.96341156,0.00000000,435.47017643,268.46120750,225.41257338,199.12098292,336.20875635,0.00000000,0.59014322,0.13826963,0.08184960,0.05642002,0.27158716,0.00000000
376,4.03000000,48.52332634,-15.39472362,48.99650373,0.00000000,435.55219556,268.56393275,225.48994067,199.20856142,337.03008629,0.00000000,0.58901153,0.13808492,0.08173060,0.05635431,0.27290355,0.00000000
377,4.04000000,48.54266924,-15.40065754,49.02951722,0.00000000,435.63397993,268.66635906,225.56708540,199.29587958,337.84791089,0.00000000,0.58788462,0.13790078,0.08161200,0.05628878,0.27421460,0.00000000
378,4.05000000,48.56195588,-15.40657497,49.06245263,0.00000000,435.71553140,268.76848879,225.64400931,199.38293944,338.66226752,0.00000000,0.58676246,0.13771722,0.08149381,0.05622341,0.27552032,0.00000000
379,4.06000000,48.58118670,-15.41247602,49.09531057,0.00000000,435.79685177,268.87032423,225.72071412,199.46974303,339.47319292,0.00000000,0.58564502,0.13753423,0.08137602,0.05615821,0.27682075,0.00000000
380,4.07000000,48.60036213,-15.41836082,49.12809163,-0.00000000,435.87794285,268.97186768,225.79720152,199.55629235,340.28072320,0.00000000,0.58453227,0.13735181,0.08125863,0.05609318,0.27811592,0.00000000
381,4.08000000,48.61948259,-15.42422950,49.16079639,0.00000000,435.95880642,269.07312138,225.87347318,199.64258936,341.08489387,0.00000000,0.58342418,0.13716996,0.08114163,0.05602833,0.27940586,0.00000000
382,4.09000000,48.63854850,-15.43008219,49.19342544,0.00000000,436.03944420,269.17408756,225.94953076,199.72863603,341.88573986,0.00000000,0.58232072,0.13698867,0.08102504,0.05596364,0.28069060,0.00000000
383,4.10000000,48.65756026,-15.43591900,49.22597934,-0.00000000,436.11985794,269.27476840,226.02537587,199.81443425,342.68329551,0.00000000,0.58122187,0.13680795,0.08090884,0.05589912,0.28197017,0.00000000
384,4.11000000,48.67651828,-15.44174006,49.25845866,0.00000000,436.20004934,269.37516606,226.10101012,199.89998594,343.47759459,0.00000000,0.58012760,0.13662780,0.08079303,0.05583476,0.28324460,0.00000000
385,4.12000000,48.69542295,-15.44754548,49.29086394,0.00000000,436.28002006,269.47528267,226.17643510,199.98529295,344.26867033,0.00000000,0.57903788,0.13644820,0.08067762,0.05577058,0.28451392,0.00000000
386,4.13000000,48.71427468,-15.45333539,49.32319575,-0.00000000,436.35977178,269.57512035,226.25165237,200.07035712,345.05655540,0.00000000,0.57795269,0.13626916,0.08056260,0.05570657,0.28577815,0.00000000
387,4.14000000,48.73307385,-15.45910989,49.35545461,0.00000000,436.43930611,269.67468116,226.32666347,200.15518029,345.84128196,0.00000000,0.57687199,0.13609069,0.08044796,0.05564272,0.28703733,0.00000000
388,4.15000000,48.75182083,-15.46486911,49.38764106,-0.00000000,436.51862469,269.77396716,226.40146992,200.23976424,346.62288164,0.00000000,0.57579576,0.13591276,0.08033372,0.05557905,0.28829148,0.00000000
389,4.16000000,48.77051603,-15.47061316,49.41975563,0.00000000,436.59772909,269.87298037,226.47607323,200.32411074,347.40138558,0.00000000,0.57472397,0.13573539,0.08021985,0.05551554,0.28954064,0.00000000
390,4.17000000,48.78915979,-15.47634214,49.45179883,-0.00000000,436.67662090,269.97172279,226.55047488,200.40822155,348.17682441,0.00000000,0.57365659,0.13555858,0.08010638,0.05545220,0.29078483,0.00000000
391,4.18000000,48.80775250,-15.48205617,49.48377118,0.00000000,436.75530166,270.07019639,226.62467633,200.49209840,348.94922829,0.00000000,0.57259361,0.13538231,0.07999328,0.05538903,0.29202408,0.00000000
392,4.19000000,48.82629452,-15.48775536,49.51567318,-0.00000000,436.83377291,270.16840311,226.69867903,200.57574299,349.71862690,0.00000000,0.57153499,0.13520659,0.07988057,0.05532602,0.29325842,0.00000000
393,4.20000000,48.84478621,-15.49343981,49.54750534,0.00000000,436.91203616,270.26634488,226.77248441,200.65915699,350.48504944,0.00000000,0.57048070,0.13503142,0.07976824,0.05526318,0.29448788,0.00000000
394,4.21000000,48.86322792,-15.49910963,49.57926814,-0.00000000,436.99009291,270.36402360,226.84609388,200.74234209,351.24852469,0.00000000,0.56943073,0.13485679,0.07965628,0.05520051,0.29571248,0.00000000
395,4.22000000,48.88162001,-15.50476492,49.61096207,0.00000000,437.06794462,270.46144113,226.91950883,200.82529991,352.00908097,0.00000000,0.56838504,0.13468271,0.07954470,0.05513800,0.29693225,0.00000000
396,4.23000000,48.89996281,-15.51040579,49.64258762,0.00000000,437.14559277,270.55859935,226.99273063,200.90803209,352.76674616,0.00000000,0.56734361,0.13450917,0.07943350,0.05507567,0.29814723,0.00000000
397,4.24000000,48.91825668,-15.51603234,49.67414526,-0.00000000,437.22303878,270.65550006,227.06576064,200.99054021,353.52154772,0.00000000,0.56630641,0.13433616,0.07932267,0.05501349,0.29935743,0.00000000
398,4.25000000,48.93650195,-15.52164467,49.70563546,-0.00000000,437.30028408,270.75214507,227.13860021,201.07282587,354.27351270,0.00000000,0.56527343,0.13416369,0.07921221,0.05495149,0.30056288,0.00000000
399,4.26000000,48.95469896,-15.52724288,49.73705868,0.00000000,437.37733007,270.84853618,227.21125066,201.15489063,355.02266773,0.00000000,0.56424462,0.13399176,0.07910212,0.05488964,0.30176361,0.00000000
400,4.27000000,48.97284803,-15.53282707,49.76841537,-0.00000000,437.45417814,270.94467514,227.28371329,201.23673603,355.76903905,0.00000000,0.56321998,0.13382036,0.07899240,0.05482797,0.30295966,0.00000000
401,4.28000000,48.99094949,-15.53839733,49.79970600,-0.00000000,437.53082967,271.04056370,227.35598941,201.31836359,356.51265252,0.00000000,0.56219947,0.13364950,0.07888304,0.05476645,0.30415103,0.00000000
402,4.29000000,49.00900367,-15.54395377,49.83093100,-0.00000000,437.60728599,271.13620357,227.42808028,201.39977483,357.25353359,0.00000000,0.56118307,0.13347916,0.07877405,0.05470511,0.30533777,0.00000000
403,4.30000000,49.02701087,-15.54949647,49.86209082,-0.00000000,437.68354846,271.23159645,227.49998718,201.48097122,357.99170735,0.00000000,0.56017076,0.13330935,0.07866543,0.05464392,0.30651989,0.00000000
404,4.31000000,49.04497143,-15.55502553,49.89318589,0.00000000,437.75961839,271.32674403,227.57171134,201.56195425,358.72719853,0.00000000,0.55916251,0.13314006,0.07855716,0.05458290,0.30769743,0.00000000
405,4.32000000,49.06288564,-15.56054104,49.92421665,-0.00000000,437.83549709,271.42164796,227.64325400,201.64272537,359.46003148,0.00000000,0.55815829,0.13297130,0.07844926,0.05452205,0.30887041,0.00000000
406,4.33000000,49.08075381,-15.56604309,49.95518352,-0.00000000,437.91118585,271.51630988,227.71461639,201.72328601,360.19023022,0.00000000,0.55715809,0.13280306,0.07834171,0.05446135,0.31003885,0.00000000
407,4.34000000,49.09857625,-15.57153178,49.98608691,-0.00000000,437.98668595,271.61073142,227.78579970,201.80363759,360.91781841,0.00000000,0.55616188,0.13263534,0.07823452,0.05440082,0.31120278,0.00000000
408,4.35000000,49.11635326,-15.57700720,50.01692726,0.00000000,438.06199864,271.70491418,227.85680512,201.88378151,361.64281936,0.00000000,0.55516964,0.13246814,0.07812769,0.05434045,0.31236222,0.00000000
409,4.36000000,49.13408513,-15.58246942,50.04770496,-0.00000000,438.13712517,271.79885973,227.92763383,201.96371917,362.36525607,0.00000000,0.55418134,0.13230146,0.07802121,0.05428025,0.31351721,0.00000000
410,4.37000000,49.15177216,-15.58791854,50.07842042,-0.00000000,438.21206678,271.89256966,227.99828699,202.04345193,363.08515121,0.00000000,0.55319696,0.13213528,0.07791508,0.05422020,0.31466776,0.00000000
411,4.38000000,49.16941464,-15.59335465,50.10907404,-0.00000000,438.28682469,271.98604549,228.06876575,202.12298116,363.80252712,0.00000000,0.55221647,0.13196962,0.07780931,0.05416032,0.31581390,0.00000000
412,4.39000000,49.18701285,-15.59877783,50.13966623,0.00000000,438.36140009,272.07928877,228.13907125,202.20230818,364.51740582,0.00000000,0.55123986,0.13180447,0.07770388,0.05410059,0.31695566,0.00000000
413,4.40000000,49.20456708,-15.60418816,50.17019737,0.00000000,438.43579417,272.17230101,228.20920462,202.28143432,365.22980906,0.00000000,0.55026711,0.13163983,0.07759880,0.05404103,0.31809306,0.00000000
414,4.41000000,49.22207760,-15.60958574,50.20066785,-0.00000000,438.51000812,272.26508369,228.27916695,202.36036090,365.93975823,0.00000000,0.54929818,0.13147570,0.07749407,0.05398163,0.31922612,0.00000000
415,4.42000000,49.23954470,-15.61497063,50.23107805,0.00000000,438.58404310,272.35763831,228.34895936,202.43908921,366.64727448,0.00000000,0.54833306,0.13131206,0.07738968,0.05392238,0.32035487,0.00000000
416,4.43000000,49.25696865,-15.62034293,50.26142835,-0.00000000,438.65790025,272.44996632,228.41858293,202.51762053,367.35237864,0.00000000,0.54737173,0.13114894,0.07728564,0.05386330,0.32147934,0.00000000
417,4.44000000,49.27434972,-15.62570271,50.29171914,-0.00000000,438.73158072,272.54206917,228.48803872,202.59595613,368.05509125,0.00000000,0.54641416,0.13098631,0.07718193,0.05380437,0.32259954,0.00000000
418,4.45000000,49.29168817,-15.63105005,50.32195077,-0.00000000,438.80508563,272.63394830,228.55732781,202.67409725,368.75543260,0.00000000,0.54546033,0.13082418,0.07707857,0.05374560,0.32371550,0.00000000
419,4.46000000,49.30898428,-15.63638503,50.35212361,-0.00000000,438.87841609,272.72560510,228.62645125,202.75204514,369.45342267,0.00000000,0.54451021,0.13066254,0.07697555,0.05368699,0.32482724,0.00000000
420,4.47000000,49.32623830,-15.64170773,50.38223803,0.00000000,438.95157321,272.81704099,228.69541006,202.82980103,370.14908120,0.00000000,0.54356380,0.13050140,0.07687286,0.05362854,0.32593479,0.00000000
421,4.48000000,49.34345050,-15.64701823,50.41229439,0.00000000,439.02455807,272.90825735,228.76420529,202.90736611,370.84242764,0.00000000,0.54262107,0.13034076,0.07677051,0.05357025,0.32703818,0.00000000
422,4.49000000,49.36062113,-15.65231661,50.44229303,-0.00000000,439.09737175,272.99925554,228.83283795,202.98474160,371.53348121,0.00000000,0.54168199,0.13018060,0.07666849,0.05351211,0.32813741,0.00000000
423,4.50000000,49.37775044,-15.65760293,50.47223432,0.00000000,439.17001531,273.09003692,228.90130904,203.06192868,372.22226085,0.00000000,0.54074654,0.13002093,0.07656681,0.05345413,0.32923253,0.00000000
424,4.51000000,49.39483868,-15.66287727,50.50211860,-0.00000000,439.24248981,273.18060284,228.96961956,203.13892853,372.90878527,0.00000000,0.53981471,0.12986175,0.07646545,0.05339630,0.33032354,0.00000000
425,4.52000000,49.41188612,-15.66813972,50.53194620,-0.00000000,439.31479629,273.27095461,229.03777050,203.21574229,373.59307291,0.00000000,0.53888647,0.12970306,0.07636443,0.05333863,0.33141048,0.00000000
426,4.53000000,49.42889298,-15.67339033,50.56171748,0.00000000,439.38693579,273.36109354,229.10576282,203.29237112,374.27514199,0.00000000,0.53796180,0.12954484,0.07626373,0.05328111,0.33249336,0.00000000
427,4.54000000,49.44585951,-15.67862918,50.59143276,0.00000000,439.45890932,273.45102094,229.17359749,203.36881616,374.95501049,0.00000000,0.53704069,0.12938711,0.07616336,0.05322375,0.33357220,0.00000000
428,4.55000000,49.46278596,-15.68385635,50.62109238,-0.00000000,439.53071789,273.54073809,229.24127547,203.44507853,375.63269615,0.00000000,0.53612310,0.12922986,0.07606332,0.05316654,0.33464704,0.00000000
429,4.56000000,49.47967256,-15.68907191,50.65069667,-0.00000000,439.60236250,273.63024626,229.30879770,203.52115935,376.30821649,0.00000000,0.53520903,0.12907308,0.07596360,0.05310948,0.33571789,0.00000000
430,4.57000000,49.49651955,-15.69427592,50.68024595,0.00000000,439.67384414,273.71954670,229.37616511,203.59705970,376.98158879,0.00000000,0.53429845,0.12891678,0.07586420,0.05305258,0.33678477,0.00000000
431,4.58000000,49.51332716,-15.69946845,50.70974054,0.00000000,439.74516380,273.80864066,229.44337862,203.67278069,377.65283012,0.00000000,0.53339134,0.12876096,0.07576512,0.05299583,0.33784771,0.00000000
432,4.59000000,49.53009562,-15.70464958,50.73918077,0.00000000,439.81632243,273.89752938,229.51043916,203.74832339,378.32195735,0.00000000,0.53248768,0.12860560,0.07566636,0.05293924,0.33890672,0.00000000
433,4.60000000,49.54682516,-15.70981937,50.76856695,-0.00000000,439.88732099,273.98621406,229.57734762,203.82368886,378.98898711,0.00000000,0.53158745,0.12845071,0.07556792,0.05288279,0.33996183,0.00000000
434,4.61000000,49.56351601,-15.71497788,50.79789939,-0.00000000,439.95816044,274.07469592,229.64410491,203.89887817,379.65393583,0.00000000,0.53069064,0.12829630,0.07546980,0.05282650,0.34101306,0.00000000
435,4.62000000,49.58016839,-15.72012519,50.82717840,0.00000000,440.02884172,274.16297615,229.71071190,203.97389236,380.31681974,0.00000000,0.52979722,0.12814234,0.07537199,0.05277035,0.34206044,0.00000000
436,4.63000000,49.59678253,-15.72526137,50.85640428,-0.00000000,440.09936574,274.25105593,229.77716949,204.04873246,380.97765487,0.00000000,0.52890717,0.12798886,0.07527450,0.05271436,0.34310397,0.00000000
437,4.64000000,49.61335863,-15.73038646,50.88557735,0.00000000,440.16973344,274.33893643,229.84347853,204.12339949,381.63645703,0.00000000,0.52802048,0.12783583,0.07517731,0.05265852,0.34414369,0.00000000
438,4.65000000,49.62989692,-15.73550055,50.91469789,0.00000000,440.23994573,274.42661882,229.90963988,204.19789448,382.29324187,0.00000000,0.52713713,0.12768326,0.07508044,0.05260282,0.34517961,0.00000000
439,4.66000000,49.64639762,-15.74060369,50.94376621,0.00000000,440.31000349,274.51410422,229.97565440,204.27221842,382.94802481,0.00000000,0.52625709,0.12753116,0.07498388,0.05254728,0.34621175,0.00000000
440,4.67000000,49.66286094,-15.74569595,50.97278259,-0.00000000,440.37990764,274.60139379,230.04152294,204.34637231,383.60082111,0.00000000,0.52538035,0.12737950,0.07488762,0.05249188,0.34724014,0.00000000
441,4.68000000,49.67928708,-15.75077739,51.00174733,-0.00000000,440.44965905,274.68848865,230.10724632,204.42035713,384.25164583,0.00000000,0.52450690,0.12722831,0.07479167,0.05243663,0.34826480,0.00000000
442,4.69000000,49.69567626,-15.75584807,51.03066073,-0.00000000,440.51925859,274.77538991,230.17282537,204.49417385,384.90051386,0.00000000,0.52363670,0.12707756,0.07469603,0.05238153,0.34928574,0.00000000
443,4.70000000,49.71202868,-15.76090806,51.05952305,-0.00000000,440.58870714,274.86209866,230.23826092,204.56782345,385.54743990,0.00000000,0.52276975,0.12692727,0.07460069,0.05232658,0.35030298,0.00000000
444,4.71000000,49.72834456,-15.76595741,51.08833459,0.00000000,440.65800554,274.94861601,230.30355377,204.64130687,386.19243847,0.00000000,0.52190602,0.12677743,0.07450565,0.05227177,0.35131655,0.00000000
445,4.72000000,49.74462408,-15.77099618,51.11709562,0.00000000,440.72715466,275.03494303,230.36870472,204.71462506,386.83552392,0.00000000,0.52104550,0.12662803,0.07441092,0.05221711,0.35232647,0.00000000
446,4.73000000,49.76086746,-15.77602444,51.14580642,-0.00000000,440.79615533,275.12108079,230.43371457,204.78777896,387.47671044,0.00000000,0.52018817,0.12647908,0.07431648,0.05216259,0.35333275,0.00000000
447,4.74000000,49.77707488,-15.78104224,51.17446726,-0.00000000,440.86500839,275.20703035,230.49858411,204.86076950,388.11601204,0.00000000,0.51933402,0.12633057,0.07422234,0.05210822,0.35433541,0.00000000
448,4.75000000,49.79324656,-15.78604965,51.20307843,0.00000000,440.93371465,275.29279277,230.56331412,204.93359758,388.75344258,0.00000000,0.51848301,0.12618250,0.07412850,0.05205400,0.35533448,0.00000000
449,4.76000000,49.80938268,-15.79104671,51.23164017,0.00000000,441.00227495,275.37836907,230.62790537,205.00626414,389.38901573,0.00000000,0.51763515,0.12603488,0.07403496,0.05199992,0.35632998,0.00000000
450,4.77000000,49.82548343,-15.79603349,51.26015277,0.00000000,441.07069008,275.46376030,230.69235862,205.07877005,390.02274502,0.00000000,0.51679040,0.12588769,0.07394171,0.05194598,0.35732191,0.00000000
451,4.78000000,49.84154902,-15.80101004,51.28861648,0.00000000,441.13896085,275.54896747,230.75667463,205.15111622,390.65464382,0.00000000,0.51594876,0.12574094,0.07384875,0.05189219,0.35831030,0.00000000
452,4.79000000,49.85757962,-15.80597643,51.31703157,-0.00000000,441.20708805,275.63399159,230.82085416,205.22330353,391.28472535,0.00000000,0.51511020,0.12559462,0.07375608,0.05183854,0.35929518,0.00000000
453,4.80000000,49.87357542,-15.81093270,51.34539829,0.00000000,441.27507247,275.71883366,230.88489794,205.29533286,391.91300266,0.00000000,0.51427471,0.12544873,0.07366371,0.05178503,0.36027656,0.00000000
454,4.81000000,49.88953662,-15.81587891,51.37371690,-0.00000000,441.34291489,275.80349468,230.94880671,205.36720508,392.53948868,0.00000000,0.51344227,0.12530328,0.07357162,0.05173166,0.36125445,0.00000000
455,4.82000000,49.90546340,-15.82081512,51.40198765,0.00000000,441.41061608,275.88797562,231.01258120,205.43892103,393.16419616,0.00000000,0.51261287,0.12515826,0.07347982,0.05167844,0.36222888,0.00000000
456,4.83000000,49.92135593,-15.82574137,51.43021080,0.00000000,441.47817681,275.97227746,231.07622214,205.51048158,393.78713772,0.00000000,0.51178648,0.12501366,0.07338831,0.05162535,0.36319986,0.00000000
457,4.84000000,49.93721440,-15.83065773,51.45838660,-0.00000000,441.54559783,276.05640116,231.13973025,205.58188757,394.40832584,0.00000000,0.51096310,0.12486949,0.07329708,0.05157241,0.36416741,0.00000000
458,4.85000000,49.95303900,-15.83556425,51.48651529,0.00000000,441.61287989,276.14034768,231.20310622,205.65313984,395.02777285,0.00000000,0.51014270,0.12472574,0.07320613,0.05151960,0.36513156,0.00000000
459,4.86000000,49.96882989,-15.84046097,51.51459711,0.00000000,441.68002374,276.22411796,231.26635076,205.72423920,395.64549096,0.00000000,0.50932527,0.12458241,0.07311547,0.05146694,0.36609232,0.00000000
460,4.87000000,49.98458725,-15.84534796,51.54263232,0.00000000,441.74703012,276.30771294,231.32946458,205.79518649,396.26149221,0.00000000,0.50851079,0.12443951,0.07302509,0.05141441,0.36704970,0.00000000
461,4.88000000,50.00031126,-15.85022526,51.57062114,-0.00000000,441.81389975,276.39113356,231.39244835,205.86598251,396.87578854,0.00000000,0.50769925,0.12429702,0.07293499,0.05136203,0.36800373,0.00000000
462,4.89000000,50.01600210,-15.85509293,51.59856382,-0.00000000,441.88063336,276.47438073,231.45530278,205.93662807,397.48839174,0.00000000,0.50689063,0.12415495,0.07284517,0.05130978,0.36895442,0.00000000
463,4.90000000,50.03165992,-15.85995101,51.62646059,-0.00000000,441.94723167,276.55745536,231.51802852,206.00712398,398.09931347,0.00000000,0.50608492,0.12401330,0.07275563,0.05125767,0.36990179,0.00000000
464,4.91000000,50.04728491,-15.86479956,51.65431168,-0.00000000,442.01369539,276.64035836,231.58062626,206.07747101,398.70856526,0.00000000,0.50528209,0.12387206,0.07266636,0.05120570,0.37084585,0.00000000
465,4.92000000,50.06287723,-15.86963863,51.68211734,0.00000000,442.08002522,276.72309063,231.64309666,206.14766996,399.31615854,0.00000000,0.50448214,0.12373123,0.07257737,0.05115386,0.37178663,0.00000000
466,4.93000000,50.07843704,-15.87446826,51.70987778,0.00000000,442.14622185,276.80565305,231.70544038,206.21772160,399.92210457,0.00000000,0.50368505,0.12359081,0.07248865,0.05110216,0.37272415,0.00000000
467,4.94000000,50.09396452,-15.87928850,51.73759323,-0.00000000,442.21228599,276.88804650,231.76765807,206.28762670,400.52641451,0.00000000,0.50289079,0.12345080,0.07240020,0.05105060,0.37365841,0.00000000
468,4.95000000,50.10945983,-15.88409941,51.76526393,-0.00000000,442.27821832,276.97027186,231.82975039,206.35738602,401.12909942,0.00000000,0.50209937,0.12331119,0.07231203,0.05099917,0.37458944,0.00000000
469,4.96000000,50.12492312,-15.88890103,51.79289009,-0.00000000,442.34401951,277.05232999,231.89171797,206.42700033,401.73017021,0.00000000,0.50131076,0.12317199,0.07222412,0.05094787,0.37551725,0.00000000
470,4.97000000,50.14035457,-15.89369340,51.82047193,0.00000000,442.40969024,277.13422175,231.95356146,206.49647036,402.32963769,0.00000000,0.50052494,0.12303320,0.07213648,0.05089671,0.37644186,0.00000000
471,4.98000000,50.15575433,-15.89847659,51.84800968,-0.00000000,442.47523118,277.21594798,232.01528148,206.56579688,402.92751254,0.00000000,0.49974191,0.12289480,0.07204911,0.05084569,0.37736329,0.00000000
472,4.99000000,50.17112255,-15.90325062,51.87550355,0.00000000,442.54064298,277.29750954,232.07687865,206.63498060,403.52380533,0.00000000,0.49896165,0.12275681,0.07196201,0.05079479,0.37828155,0.00000000
473,5.00000000,50.18645940,-15.90801556,51.90295376,0.00000000,442.60592632,277.37890725,232.13835361,206.70402226,404.11852654,0.00000000,0.49818413,0.12261921,0.07187518,0.05074404,0.37919666,0.00000000
474,5.01000000,50.20176503,-15.91277144,51.93036052,-0.00000000,442.67108183,277.46014194,232.19970697,206.77292259,404.71168651,0.00000000,0.49740936,0.12248201,0.07178860,0.05069341,0.38010863,0.00000000
475,5.02000000,50.21703960,-15.91751831,51.95772404,0.00000000,442.73611016,277.54121444,232.26093933,206.84168230,405.30329548,0.00000000,0.49663731,0.12234521,0.07170229,0.05064291,0.38101749,0.00000000
476,5.03000000,50.23228326,-15.92225622,51.98504453,0.00000000,442.80101195,277.62212556,232.32205129,206.91030210,405.89336359,0.00000000,0.49586796,0.12220879,0.07161624,0.05059255,0.38192324,0.00000000
477,5.04000000,50.24749616,-15.92698521,52.01232221,0.00000000,442.86578784,277.70287610,232.38304347,206.97878271,406.48190087,0.00000000,0.49510131,0.12207278,0.07153046,0.05054232,0.38282591,0.00000000
478,5.05000000,50.26267844,-15.93170533,52.03955727,0.00000000,442.93043845,277.78346686,232.44391645,207.04712482,407.06891725,0.00000000,0.49433735,0.12193715,0.07144493,0.05049222,0.38372551,0.00000000
479,5.06000000,50.27783027,-15.93641662,52.06674993,-0.00000000,442.99496441,277.86389864,232.50467082,207.11532911,407.65442255,0.00000000,0.49357604,0.12180190,0.07135966,0.05044225,0.38462205,0.00000000
480,5.07000000,50.29295179,-15.94111912,52.09390039,-0.00000000,443.05936632,277.94417223,232.56530717,207.18339629,408.23842648,0.00000000,0.49281739,0.12166705,0.07127464,0.05039241,0.38551556,0.00000000
481,5.08000000,50.30804314,-15.94581288,52.12100884,-0.00000000,443.12364482,278.02428840,232.62582608,207.25132704,408.82093868,0.00000000,0.49206138,0.12153258,0.07118989,0.05034270,0.38640604,0.00000000
482,5.09000000,50.32310447,-15.95049794,52.14807549,-0.00000000,443.18780050,278.10424792,232.68622811,207.31912202,409.40196866,0.00000000,0.49130799,0.12139850,0.07110538,0.05029311,0.38729351,0.00000000
483,5.10000000,50.33813593,-15.95517434,52.17510053,0.00000000,443.25183396,278.18405157,232.74651385,207.38678191,409.98152585,0.00000000,0.49055722,0.12126479,0.07102113,0.05024366,0.38817799,0.00000000
484,5.11000000,50.35313765,-15.95984213,52.20208417,-0.00000000,443.31574581,278.26370010,232.80668385,207.45430737,410.55961957,0.00000000,0.48980904,0.12113147,0.07093714,0.05019433,0.38905949,0.00000000
485,5.12000000,50.36810978,-15.96450135,52.22902659,0.00000000,443.37953664,278.34319427,232.86673868,207.52169907,411.13625907,0.00000000,0.48906344,0.12099853,0.07085339,0.05014513,0.38993804,0.00000000
486,5.13000000,50.38305246,-15.96915203,52.25592799,0.00000000,443.44320702,278.42253483,232.92667889,207.58895765,411.71145349,0.00000000,0.48832041,0.12086596,0.07076990,0.05009606,0.39081363,0.00000000
487,5.14000000,50.39796583,-15.97379423,52.28278856,-0.00000000,443.50675755,278.50172251,232.98650504,207.65608377,412.28521187,0.00000000,0.48757994,0.12073377,0.07068665,0.05004712,0.39168629,0.00000000
488,5.15000000,50.41285003,-15.97842798,52.30960849,-0.00000000,443.57018881,278.58075806,233.04621766,207.72307807,412.85754318,0.00000000,0.48684201,0.12060195,0.07060365,0.04999830,0.39255604,0.00000000
489,5.16000000,50.42770519,-15.98305332,52.33638798,-0.00000000,443.63350136,278.65964220,233.10581730,207.78994119,413.42845628,0.00000000,0.48610661,0.12047051,0.07052090,0.04994961,0.39342288,0.00000000
490,5.17000000,50.44253146,-15.98767029,52.36312719,-0.00000000,443.69669578,278.73837565,233.16530450,207.85667376,413.99795996,0.00000000,0.48537372,0.12033944,0.07043840,0.04990104,0.39428684,0.00000000
